State,County,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
IL,Effingham,No,3945,27.5,1085,3.7,146,2.2,32,7.7,303,2.9,113
IL,Fayette,No,2444,26.5,647,2.9,70,0.5,5,7,170,3.5,86
IL,Franklin,No,3284,21.1,693,2.8,92,0.7,9,6,198,2.4,78
IL,Gallatin,No,2801,66.2,1855,10.8,297,3.9,46,13.8,386,13.1,366
IL,Hancock,No,2537,74.8,1897,5.8,144,3.6,36,18.7,475,14.8,376
IL,Hardin,No,1640,65.4,1072,12.5,186,7,44,13,213,11.5,189
IL,Iroquois,No,2779,63.5,1765,4.2,116,1.6,19,13.8,383,12.8,356
IL,Jackson,No,3336,36.2,1206,4.3,136,3,37,9,300,5.5,185
IL,Kane,Yes,7684,100,7684,17.1,1310,9.2,191,37.9,2916,5.9,450
IL,Kankakee,Yes,2519,100,2519,30.9,798,15.8,130,38.2,961,6,152
IL,Knox,No,3475,38.5,1339,2.2,78,1.1,15,9.8,342,6.1,214
IL,La Salle,Yes,3343,48.6,1624,5.4,179,4.7,64,13.7,457,7.8,262
IL,McDonough,No,2179,49.7,1083,3.9,84,4.1,37,11.1,242,9.2,200
IL,McLean,Yes,6839,73.2,5007,14,906,2.9,73,13.3,909,5.8,394
IL,Macoupin,Yes,3284,40.4,1327,3.9,125,2.5,34,8.6,283,9.8,322
IL,Mason,No,2100,43.9,922,4.6,97,1.6,14,10.5,220,7,147
IL,Massac,Yes,4284,23.1,988,3.4,138,2.7,51,4.4,189,7,302
IL,Mercer,No,3966,41.8,1656,3.5,137,2.5,40,10,395,7.3,289
IL,Peoria,Yes,1461,100,1461,50.4,707,38,202,42.6,623,6.9,101
IL,Richland,Yes,3992,77.5,3094,6.4,254,3.6,56,19.3,771,10.5,420
IL,Rock Island,Yes,6497,32.8,2131,2.3,146,3.4,91,9.2,598,4.1,268
IL,St. Clair,Yes,2341,63.2,1479,21.8,496,26.2,216,22.5,528,6.5,152
IL,Saline,Yes,2544,55.5,1412,14.8,348,9.1,100,12.7,324,13.1,334
IL,Sangamon,Yes,4176,75.2,3142,6.2,254,5.4,106,19.9,830,6.4,265
IL,Schuyler,No,1926,36.7,708,4.5,85,1.6,12,8.9,172,6.9,132
IL,Shelby,Yes,5269,13.1,693,1.2,59,0.9,20,3.1,166,2.8,146
IL,Stark,No,3479,36.7,1278,2.8,95,2.5,35,9.7,338,6.1,212
IL,Tazewell,Yes,5505,80.5,4433,5.9,318,2.8,62,20.1,1106,10.3,568
IL,Vermilion,No,3505,31.9,1119,3.3,114,2.1,29,9,316,5.1,178
IL,Warren,Yes,5290,18.4,971,2.9,153,1.7,34,4.9,257,2.1,110
IL,Whiteside,Yes,3223,84.9,2735,13.3,416,8.2,97,23,741,11.9,383
IL,Will,Yes,4785,67.3,3220,14.7,695,4.6,69,25.8,1237,4.5,216
IL,Williamson,Yes,7300,46.2,3376,6.9,501,2,61,13.1,954,4.2,310
IL,Winnebago,Yes,2237,23.4,524,6.8,153,5.1,40,10.1,227,1.7,38
IN,Allen,Yes,1767,63,1113,16.9,186,13.7,84,9.6,171,7,125
IN,Blackford,Yes,3421,41.2,1411,4.8,166,3.7,53,11.1,380,6.8,232
IN,Delaware,Yes,2177,26.5,576,9,189,6.5,60,8.1,175,2.4,52
IN,Gibson,Yes,7796,10.8,842,1.3,97,1.2,38,2.1,164,2.5,197
IN,Grant,Yes,4428,35.4,1568,6.7,298,2.9,53,9.7,431,4.7,209
IN,Huntington,Yes,3921,22.5,883,1.5,57,1.7,25,5.1,198,3.9,154
IN,Jay,Yes,2387,50.1,1195,4.4,103,5.6,56,12.1,288,8.4,199
IN,LaPorte,Yes,4125,64.6,2665,17.8,344,6.5,43,10.4,431,3.4,139
IN,Porter,Yes,4659,11.2,523,2.8,73,2,24,2.5,117,1.3,59
IN,St. Joseph,Yes,2100,73.1,1536,16.8,356,11.1,97,19.1,400,15.3,322
IN,Starke,Yes,3809,24.8,945,4,147,3.6,54,7.2,275,4.1,155
IN,Sullivan,Yes,6029,21.9,1320,2.2,127,0.9,23,5.2,316,4.2,251
IN,Tippecanoe,Yes,3436,53.4,1835,12.9,424,5.6,83,10.9,375,6.3,216
IN,Vermillion,Yes,5096,25.5,1297,2.5,122,2.5,53,6,304,5.8,297
IN,Vigo,Yes,2740,100,2740,15.5,400,8.6,90,24.3,667,17.2,471
IA,Appanoose,No,2753,44.1,1215,5.1,141,2.3,27,10.3,285,9.3,257
IA,Black Hawk,Yes,2128,89.5,1904,36,651,44.7,391,20.2,430,13.9,297
IA,Buena Vista,No,2124,29.9,634,3.3,69,0.7,6,8.8,187,5.1,109
IA,Cass,No,1813,71.7,1299,9.1,166,2.7,20,16.1,292,14.1,256
IA,Clinton,Yes,5531,22.5,1242,3.5,191,1.4,32,5.6,310,4,222
IA,Kossuth,No,2612,71.5,1869,9.9,255,3.9,42,18.9,493,16.9,441
IA,Linn,Yes,3215,100,3215,8.7,278,6,78,26.8,863,12,386
IA,Mahaska,Yes,3312,40.4,1338,6.2,186,6.5,88,8.4,277,5.8,192
IA,Monona,No,2072,58,1202,6.3,130,2.8,25,13.5,280,11.8,244
IA,Palo Alto,No,1743,68.1,1187,5.7,99,1.8,13,14.6,255,15.9,277
IA,Pottawattamie,Yes,3248,95.3,3096,6.6,215,3.7,46,24.4,794,11.7,379
IA,Ringgold,No,2194,37.7,827,3.6,79,0.8,8,7.2,157,9.1,199
IA,Story,Yes,1490,100,1490,28.2,402,5.7,32,24.2,360,0.3,4
IA,Webster,Yes,4598,59.2,2724,4.8,131,0.4,5,6.7,307,6.1,282
IA,Woodbury,Yes,5050,63.6,3211,8.9,433,4.2,77,19.2,970,7.1,359
KS,Anderson,No,3073,50.3,1546,7.6,233,3.1,35,14.1,434,8.3,256
KS,Atchison,Yes,5704,58.2,3322,7.2,353,2,38,16,913,8.5,485
KS,Chautauqua,No,4359,30.7,1339,3.4,142,1.7,30,7.2,313,8.3,362
KS,Cloud,No,2555,77.8,1987,5.3,133,3.1,32,18.6,476,19.6,501
KS,Cowley,Yes,2421,49.8,1207,10.6,227,6.9,65,12.3,298,6.9,167
KS,Doniphan,No,2493,98.8,2464,12.2,263,7.1,66,20.5,512,18.2,454
KS,Elk,No,3261,99.3,3238,13.7,434,7.5,106,22.4,730,25.2,821
KS,Ellis,No,2701,19,513,2,52,0.1,1,4.4,120,3.2,85
KS,Geary,Yes,2706,74.7,2023,13.5,357,9.5,98,26.1,707,2.2,59
KS,Gove,No,1890,100,1890,10.1,185,4.2,31,26.6,502,23,435
KS,Greenwood,No,2569,83.4,2143,11.3,283,5.4,57,21,540,17.5,449
KS,Harper,No,1561,74.8,1168,6.7,99,0.9,6,16.2,252,21,327
KS,Hodgeman,No,2085,99.4,2072,11.4,234,4.3,34,28.6,597,19,396
KS,Jewell,No,1426,44.2,630,6.2,88,2,13,9.1,130,10.3,146
KS,Kingman,No,2258,82.3,1858,9.3,202,0.9,8,21.2,478,17.7,400
KS,Labette,No,2295,52,1194,4.4,101,1.6,15,14.4,331,9.8,225
KS,Leavenworth,Yes,2038,100,2038,21.5,407,35.7,354,23.7,484,11.6,237
KS,Marshall,No,2705,47.5,1286,4.6,124,2.2,23,12.8,347,10,271
KS,Miami,Yes,5959,40.2,2398,3.3,185,2.6,58,9.5,564,6.2,369
KS,Nemaha,No,2799,58.4,1634,6.4,177,1.9,19,18.3,513,9.8,274
KS,Neosho,No,2875,45.5,1309,3.4,97,1.4,15,13.6,390,5.9,171
KS,Ness,No,1744,55,960,5.2,89,0.9,7,11.7,205,13.3,232
KS,Norton,No,5953,23,1367,2.1,106,1.3,29,5.8,343,4.6,272
KS,Osborne,No,4452,26.2,1165,3.1,133,1.5,29,6.3,281,5.9,262
KS,Reno,Yes,3483,28,975,2.8,98,1.8,28,6.9,241,4.8,166
KS,Republic,No,1383,39.3,543,4,55,0.7,4,8.6,118,9.9,137
KS,Riley,Yes,3120,100,3120,32.6,1041,2.3,29,17.9,560,9.1,283
KS,Rooks,No,3313,19.9,659,2.3,74,0.2,2,5.1,170,4.4,147
KS,Rush,No,2132,100,2132,9.1,187,5.7,52,22.8,487,24.8,528
KS,Seward,Yes,6612,41.5,2746,7.6,501,3,65,15.4,1020,2.2,144
KS,Shawnee,Yes,2493,49.9,1245,15.2,380,2.2,21,13.3,333,5.5,136
KS,Sheridan,No,1403,96.2,1350,16.6,232,2.7,14,28.5,401,15.9,223
KS,Sherman,No,1369,63.7,872,13.7,191,4.2,21,18.3,250,9.1,124
KS,Smith,No,2471,75,1852,8,196,4,41,16.6,411,19.5,482
KS,Stafford,No,2263,27.9,632,3.8,84,0.7,7,8,181,4.5,102
KS,Wilson,No,2282,28.5,651,3.1,71,0.6,5,7.3,167,4.6,106
KS,Woodson,No,1986,36.4,722,4.4,85,1.5,13,5.6,112,10.3,204
KS,Wyandotte,Yes,1294,100,1294,27.1,349,12.4,58,28.9,374,16.2,209
KY,Adair,No,1611,41.3,665,6.5,101,5.4,31,10.9,175,5,81
KY,Bell,No,980,34.3,336,10.5,96,5.3,20,6.5,64,5.7,56
KY,Boone,Yes,5012,26.1,1310,2.3,113,3.1,62,6.9,344,1.7,85
KY,Bourbon,Yes,5477,29.9,1636,4.6,247,3.2,73,9.7,529,2,109
KY,Boyd,Yes,2056,64.1,1318,16.7,343,5.2,43,16,330,10.6,217
KY,Breathitt,Yes,4461,54.2,2416,16.5,700,11.2,200,11.4,510,8.3,369
KY,Bullitt,Yes,6593,63.6,4196,13.6,885,3.8,95,20,1320,3.8,249
KY,Campbell,Yes,1584,34.3,543,9.4,150,6.5,41,12.5,198,3,48
KY,Casey,No,1251,54.5,682,12,149,0.7,4,14.1,177,7,87
KY,Christian,Yes,3389,38.8,1316,6.8,208,3.8,50,8.8,297,5.4,183
KY,Fleming,No,4085,18.8,769,4.7,189,2.1,33,4.5,183,2.1,85
KY,Grayson,No,2619,48,1257,6.3,162,3.9,43,9.3,242,8.3,217
KY,Hart,No,1923,38.8,746,8.4,166,1.5,11,10,193,4.8,92
KY,Henderson,Yes,4428,13.9,614,3.1,128,2.1,38,4,178,1.6,71
KY,Hopkins,No,5063,14.8,749,3.1,156,1.5,29,4,201,1.5,75
KY,Kenton,Yes,2933,23.6,691,3.1,83,2.7,27,6.3,185,4.6,135
KY,Laurel,Yes,9379,71.8,6731,17.4,1607,5.7,205,19.2,1801,6.7,624
KY,Leslie,No,3232,35.9,1160,13.8,447,6.3,80,9.3,300,3.9,126
KY,McCracken,Yes,2483,73.9,1835,29.4,703,11.5,128,18.1,449,8.2,204
KY,Meade,Yes,1298,100,1298,20.7,268,7.7,40,28.2,366,7.1,92
KY,Ohio,No,1945,55.7,1083,11.9,236,5.7,43,14.7,286,6.4,125
KY,Owen,No,2718,24,652,4.5,122,1.2,12,6.7,183,2.5,68
KY,Robertson,No,2266,69.2,1569,15.2,333,4.9,43,16.3,368,11.2,255
KY,Todd,No,2919,29.1,850,3.6,106,3.5,39,6.8,199,3,88
KY,Whitley,Yes,2765,69.3,1915,11.7,320,11.6,138,15.6,432,11.4,317
LA,Acadia,Yes,6188,18.5,1143,5.6,337,2.9,64,5.7,350,1.9,120
LA,Ascension,Yes,5621,51.4,2889,11,592,6.2,120,15.1,851,5.1,288
LA,Avoyelles,No,7572,9,682,1.7,94,0.1,1,0.1,7,0.2,12
LA,Bienville,Yes,3924,60.6,2376,16.9,616,10.8,150,17.5,685,9.6,375
LA,Bossier,Yes,1928,46.3,893,25.2,499,10.7,77,14.8,285,4.1,79
LA,Caddo,Yes,443,100,443,42.8,172,27.5,49,17.8,79,6.8,30
LA,Calcasieu,Yes,3274,56.2,1839,20.5,665,7.1,92,20.6,674,1.6,51
LA,Catahoula,No,4496,25.4,1140,6.7,274,1.3,21,5.9,267,3.9,176
LA,Claiborne,Yes,4193,36.9,1546,12.7,513,7.5,117,11.2,468,7.1,297
LA,Concordia,Yes,5472,87.2,4769,40.8,2157,23.7,487,28.2,1542,13.1,719
LA,De Soto,No,4321,23.9,1031,5,215,2.7,47,5.5,236,3.6,155
LA,East Baton Rouge,Yes,4760,38.1,1813,15,715,9.2,138,14.4,683,1.8,84
LA,East Carroll,No,2517,32.1,809,5.5,104,3.9,26,8.3,210,4,100
LA,Evangeline,Yes,4133,68.3,2823,38.7,1535,22.2,334,20.6,851,11.7,485
LA,Iberia,Yes,4483,100,4483,24.1,1081,10.9,177,30.9,1387,10.2,459
LA,Iberville,Yes,2973,100,2973,100,1,0,0,0.2,6,0.6,19
LA,Lafourche,Yes,3211,42.7,1370,10.1,321,6.3,91,10.1,325,7.5,242
LA,Morehouse,No,2298,57,1310,17.5,402,11.3,97,14.3,329,9.7,223
LA,Natchitoches,No,2500,65.9,1648,13.6,340,6.8,68,15.7,392,10.2,254
LA,Orleans,Yes,4525,100,4525,30.4,1361,24.2,320,32.5,1472,8.6,390
LA,Plaquemines,Yes,2605,100,2605,21.7,591,14.7,133,29.9,780,10.5,273
LA,Pointe Coupee,No,2620,23.9,627,9.2,232,2.1,19,6.5,170,4.3,113
LA,Rapides,Yes,3746,86.7,3248,26,831,12.3,143,22.7,851,8.7,324
LA,Red River,No,4986,28,1397,5.8,288,2,38,7.3,365,4.3,212
LA,Sabine,No,3907,29.7,1159,5,197,3.2,48,8.1,317,4.5,176
LA,St. Bernard,No,1342,86.8,1165,23.1,286,12.3,56,19.1,257,17.7,238
LA,St. Charles,Yes,4027,53.5,2153,14.8,596,5.4,74,16.4,662,5.8,232
LA,St. Helena,No,6337,16.2,1025,4.9,309,1.6,37,5.1,323,1.5,97
LA,St. John the Baptist,Yes,2772,100,2772,28,749,14.3,130,30.8,854,11.2,311
LA,St. Landry,No,2934,24.7,725,6.6,192,2.1,24,6.8,199,4.6,134
LA,St. Mary,Yes,4200,56.5,2372,15.5,648,12,207,15.3,642,8.6,362
LA,Tangipahoa,Yes,5013,58.1,2910,14.4,720,2.2,39,13.9,695,5,251
LA,Tensas,No,2614,61.5,1607,22.9,488,14.8,127,19,497,10.3,268
LA,Terrebonne,Yes,3769,100,3769,23.8,886,11.1,137,32.7,1234,6.1,231
LA,Winn,Yes,2767,56.2,1556,21.8,573,13.9,142,19,526,7.8,215
ME,Aroostook,No,2702,49.3,1332,6.7,180,1.7,18,9.8,265,9.5,255
ME,Cumberland,Yes,5210,66,3438,4,191,3.3,61,18.6,968,6.4,336
ME,Penobscot,Yes,5949,65.4,3891,20.2,1146,9.2,200,21.6,1287,7.2,428
ME,Piscataquis,No,1232,34,418,5.4,66,2.2,12,8.1,99,4.8,59
ME,Somerset,No,1887,36.2,684,7.7,144,2.3,17,8.7,165,4.4,83
ME,Waldo,No,6571,20.5,1345,3,189,0.6,15,5,330,2.6,169
ME,York,Yes,6835,10.5,719,1.4,95,0.9,28,2.4,167,1.6,107
MD,Allegany,No,3741,33.6,1258,3.5,124,1.3,18,9.6,359,4.5,170
MD,Anne Arundel,Yes,5251,15.2,799,2.7,139,3.4,58,3.7,194,2.3,119
MD,Baltimore,Yes,2999,63.7,1910,4.2,124,5.9,65,18.2,546,5.8,175
MD,Cecil,Yes,5099,29.2,1488,5.2,246,5.8,114,8.3,422,4.6,236
MD,Dorchester,No,2033,37.9,770,5.1,107,2.4,21,6.5,133,9.8,200
MD,Frederick,Yes,7704,18.3,1406,0.7,56,0,0,6.4,497,0.6,49
MD,Harford,Yes,2778,98.7,2742,15.9,437,12.5,136,27.6,766,11.7,325
MD,Prince George's,Yes,7925,23,1825,0.5,36,0.8,15,8.1,645,0.1,7
MD,St. Mary's,Yes,4726,21.6,1023,3.4,161,2.2,40,7.7,366,0.8,40
MD,Wicomico,Yes,5534,51.7,2860,6.9,356,6.6,131,12,663,9.5,524
MD,Worcester,Yes,7232,33.9,2454,2.8,205,3.4,130,3.9,279,8.7,631
MD,Baltimore City,Yes,3988,82.1,3272,10.9,434,26.1,385,21.7,867,14.1,563
MA,Barnstable,Yes,3431,16,549,2.4,79,1.6,29,1.5,50,2.4,82
MA,Berkshire,Yes,4980,72.2,3595,6.4,316,3.9,82,19.3,963,10.6,530
MA,Bristol,Yes,3684,84.2,3103,14.9,542,6.7,106,20.2,744,10.5,387
MA,Essex,Yes,3997,100,3997,24.7,975,19.6,305,27.6,1102,15.9,636
MA,Hampden,Yes,7758,10.4,805,2.6,202,2.2,69,2.9,226,1.3,103
MA,Hampshire,Yes,6852,37.1,2544,4.9,332,0.6,16,8.6,591,3,208
MA,Middlesex,Yes,4741,49.3,2338,7.5,353,7.9,138,15.2,719,3.8,182
MA,Norfolk,Yes,3177,100,3177,25.9,823,36.3,455,31.1,989,14.6,463
MA,Plymouth,Yes,5354,59.7,3199,7.7,411,14.4,377,12,641,13.4,718
MA,Suffolk,Yes,3914,100,3914,18.6,731,33.3,555,20,781,19.1,749
MI,Alcona,No,1679,71.4,1199,7.1,119,1,8,11.8,199,18.6,312
MI,Alger,No,2626,57.1,1500,8.1,168,3.8,33,11.1,292,10.4,273
MI,Alpena,No,4726,53.8,2541,4,190,2,36,13.2,623,8.3,391
MI,Baraga,No,4981,17.1,850,1.9,83,0.9,16,3.1,152,4,200
MI,Branch,Yes,3982,48.8,1944,8.2,320,3.7,53,16.5,655,3.2,128
MI,Charlevoix,No,551,100,551,7.2,39,4.7,12,20.7,114,21.6,119
MI,Cheboygan,No,3723,14.5,539,1.5,54,0.6,10,1.7,63,5.2,193
MI,Chippewa,No,1226,100,1226,14.7,179,3.7,21,16.2,199,25.7,315
MI,Delta,No,1760,95.3,1677,10.2,179,2.2,17,19,335,21.1,371
MI,Dickinson,No,1859,92.6,1721,9.9,184,6,45,23.2,430,15.8,294
MI,Eaton,Yes,7520,86.4,6499,8.7,646,6.7,203,24,1802,11,826
MI,Emmet,No,2288,71,1625,5,115,2.7,27,17,389,8.6,196
MI,Genesee,Yes,3861,100,3861,36.3,1388,23.3,302,35.6,1375,9.5,368
MI,Gogebic,No,2026,100,2026,18.3,288,5.1,31,17.5,355,13.9,281
MI,Grand Traverse,Yes,5626,31.7,1783,2.9,154,3.2,89,5.9,333,9.4,528
MI,Gratiot,Yes,7487,38.8,2902,3.7,164,0.6,12,2.5,186,2.4,180
MI,Hillsdale,No,3547,30.1,1066,4.8,167,4.3,51,9.9,352,3.4,119
MI,Houghton,No,3362,30.9,1037,2.5,79,1.6,20,6.7,226,5.4,180
MI,Huron,No,1564,100,1564,12.9,200,7,52,17.1,267,27.7,433
MI,Ingham,Yes,2110,100,2110,16.8,366,7.8,62,28.7,606,11.5,242
MI,Iosco,Yes,2374,46.4,1102,4.6,110,4.4,47,9.9,235,9.6,227
MI,Isabella,Yes,2790,21.8,608,7.6,210,1.8,21,4.9,136,1.7,46
MI,Kalamazoo,Yes,2680,68.2,1829,20.9,533,10.1,89,26.9,720,4.8,128
MI,Keweenaw,No,2301,29.1,670,1.9,41,2.2,22,6,138,6.2,142
MI,Lapeer,Yes,4547,27.7,1258,2,69,2.3,38,4.9,222,3.5,160
MI,Lenawee,Yes,3728,61.9,2307,5.8,212,4.5,69,16.1,601,7.7,286
MI,Luce,No,2274,34,773,4.5,102,0.7,7,5.1,115,8.2,187
MI,Mackinac,No,2631,63.8,1678,9.5,250,3.5,38,13.4,353,11.9,313
MI,Macomb,Yes,5682,100,5682,12.9,569,5.3,83,24.1,1367,5.6,318
MI,Marquette,No,2358,81.2,1916,8.8,206,5.9,61,15.1,355,17.7,418
MI,Mecosta,No,2590,27.8,720,4.4,113,1.8,18,7.5,195,4.6,120
MI,Menominee,No,3600,70.1,2522,6.7,230,5.7,79,15.4,556,16.4,590
MI,Midland,Yes,3997,24.5,979,3,115,4.8,83,5.3,212,4.2,169
MI,Missaukee,No,3888,17.9,696,2.4,92,1,14,4.6,180,2.7,106
MI,Muskegon,Yes,4231,35.6,1506,6.2,245,2.2,44,9.3,394,2.8,117
MI,Oakland,Yes,4747,13,619,1.4,66,0.9,15,3.6,172,1.4,65
MI,Ontonagon,No,3290,18.8,618,1.7,54,1.3,18,4,130,3.4,112
MI,Otsego,No,2795,19.9,555,2,56,1.2,12,4.1,115,2.6,74
MI,Ottawa,Yes,5517,81.3,4483,21.4,710,9.6,120,8.1,446,3.2,175
MI,Presque Isle,No,1950,60.7,1184,7,137,2.6,22,9.5,184,19.7,384
MI,Roscommon,Yes,1972,60.9,1201,12.3,243,3.2,29,11.9,234,16.8,332
MI,Saginaw,Yes,1639,100,1639,45.3,753,16.6,98,34.2,561,14.2,233
MI,Sanilac,No,2685,34.8,934,3.6,97,1.5,14,10.1,271,5,134
MI,Schoolcraft,No,2654,51.9,1377,6.2,164,1.7,18,10.5,279,9.7,258
MI,Shiawassee,Yes,1882,36.2,682,7.5,139,8.5,72,9.3,174,3.3,62
MI,Washtenaw,Yes,7279,24.9,1814,15.9,52,3.8,3,0.3,19,0,1
MN,Aitkin,No,2362,34.9,824,4.4,104,1.3,14,5.6,132,8.3,195
MN,Anoka,Yes,4459,77.1,3436,3.3,144,5.2,89,20.8,928,7.3,324
MN,Becker,No,2728,60.3,1646,7.6,205,2.1,21,18.4,502,8.6,235
MN,Beltrami,No,2791,19.6,548,2.5,69,0.8,9,5.3,148,2.9,81
MN,Big Stone,No,1662,57.8,961,6.4,105,2.8,18,16.1,268,10.7,177
MN,Blue Earth,Yes,5518,61.9,3413,27.7,1099,4,60,2.4,130,0.8,45
MN,Brown,Yes,4164,66.9,2785,6,202,6.9,106,11.6,483,6.6,273
MN,Carlton,No,3113,61,1900,5.8,175,2.2,27,14.7,456,12.5,389
MN,Clearwater,No,2724,40.3,1097,8.7,238,1.3,12,11.7,320,5.3,144
MN,Cottonwood,No,2996,87,2607,10.5,302,5.3,62,23,690,22.6,676
MN,Crow Wing,Yes,4252,18.2,776,1.8,76,1.5,26,4.3,181,2.4,101
MN,Dakota,Yes,3563,100,3563,4.1,147,4,55,25.8,918,13.8,491
MN,Faribault,No,2425,49.8,1208,4.7,110,3.3,34,10.3,249,13.1,318
MN,Freeborn,Yes,4480,84.9,3804,5.5,244,7.1,136,19.6,877,19,849
MN,Hennepin,Yes,3170,39,1238,6,188,1.4,15,12,380,5.1,160
MN,Hubbard,No,2099,36.5,765,3.5,73,1.1,10,6.7,141,7.5,158
MN,Isanti,No,2913,23.3,677,2.9,83,2.1,23,7.5,218,3.4,98
MN,Itasca,No,2794,35.4,990,4.4,122,1.8,21,8.1,227,7,196
MN,Kanabec,No,3265,31.7,1034,3.8,121,1.1,13,8.5,277,4.4,143
MN,Kandiyohi,Yes,2028,31.5,640,5,102,4.9,42,7.3,147,3.5,70
MN,Kittson,No,2748,26.5,728,4.4,119,1.6,18,6,164,6.2,172
MN,Koochiching,Yes,5755,37.3,2147,5.2,288,3.9,98,9.4,543,5.7,326
MN,Lac qui Parle,No,2235,37.7,842,4.5,100,1.2,11,8.9,198,7.8,173
MN,Lake of the Woods,No,1166,71.2,831,9.5,106,2.3,11,15.3,178,10.8,126
MN,Lyon,Yes,4459,47.9,2135,9.1,325,5.6,86,5.9,262,3.9,174
MN,Mahnomen,No,2414,73.9,1785,18.7,446,6.1,50,25.3,612,7.5,180
MN,Meeker,No,3076,40.7,1251,4.2,128,0.9,11,10.3,317,7.3,225
MN,Morrison,No,2787,31.5,878,3.7,104,1.7,20,6.6,184,6.4,178
MN,Mower,Yes,4752,37.3,1771,4.8,222,1.8,37,10.3,488,5.7,270
MN,Nobles,No,3291,35.7,1173,3.5,115,0.8,10,10.6,350,4.7,156
MN,Norman,No,3043,75.8,2308,7.4,217,4.1,48,19,578,17.5,531
MN,Otter Tail,No,4601,21.5,988,1.9,85,0.7,14,5.9,273,4,183
MN,Pennington,Yes,3004,46.5,1396,6.4,178,7.6,96,11.7,351,5.8,175
MN,Pine,No,2311,30.4,702,3.1,71,1.1,11,7.2,167,5.5,126
MN,Pipestone,No,1847,48.6,898,7.4,137,1.8,13,13.9,257,7.6,141
MN,Ramsey,Yes,3865,43.4,1676,5.9,229,2.9,45,12.2,471,5.5,214
MN,Red Lake,No,1854,100,1854,10.7,198,6.2,49,25.1,466,19.6,364
MN,Redwood,No,3367,66.6,2241,4.6,150,2.2,28,17.8,599,14.1,476
MN,Renville,No,3036,90.5,2749,8,238,4.2,52,22.4,679,19.4,590
MN,Rock,No,2633,30,791,2.9,77,0.6,6,9.2,241,4.3,114
MN,Roseau,No,2323,63,1464,4.6,107,3.1,27,17.3,402,8.7,202
MN,St. Louis,Yes,3779,27.7,1047,4.7,179,3.6,59,6.7,254,2.7,102
MN,Stearns,No,3799,62.7,2382,7.8,291,4.5,63,17.7,672,12.6,479
MN,Swift,No,2605,81.6,2127,6.1,157,3.8,39,22.5,585,14.9,389
MN,Traverse,No,1710,80.3,1374,11.3,189,2.4,16,21.8,373,19.9,340
MN,Wadena,No,3218,83.9,2700,11.6,356,5.5,68,22.1,712,18.7,603
MN,Watonwan,No,3771,70.5,2659,6.5,239,8.5,125,18.8,708,14.5,547
MN,Wilkin,No,3538,62.4,2207,4.6,160,2.5,32,18,637,8.9,315
MN,Yellow Medicine,No,2819,66,1861,7,189,4.2,45,16.5,465,15.8,445
MS,Alcorn,Yes,3606,79,2850,19.4,635,9.1,136,18.1,652,18,650
MS,Amite,No,4712,22.1,1040,4.4,206,1.9,35,5.1,238,3.3,157
MS,Bolivar,No,5145,84.7,4358,39.6,1966,18,302,30.2,1553,11.5,592
MS,Chickasaw,Yes,4649,37.8,1758,8.3,372,4.2,76,11,509,4.8,223
MS,Coahoma,No,5120,89.8,4596,38.1,1936,22.2,372,34.5,1766,9.3,477
MS,Copiah,Yes,6481,58.4,3784,19.2,1246,7.7,179,18.9,1222,6.2,399
MS,Forrest,Yes,6326,34.2,2161,14.1,837,7.9,162,10.4,659,3.5,221
MS,Grenada,Yes,3476,28.9,1003,9.9,342,5.3,70,7.6,265,2.9,99
MS,Harrison,Yes,1391,100,1391,17.9,251,14.9,74,29.6,412,12.7,176
MS,Hinds,Yes,7740,99.2,7674,31.3,2398,10.2,230,41.3,3194,3.5,273
MS,Humphreys,No,3382,49.6,1678,18.7,629,8.6,101,15.4,522,6.4,215
MS,Issaquena,No,2274,24.2,551,8.1,161,3.1,22,6.9,158,3.1,70
MS,Jones,Yes,7222,85.6,6183,30.4,2091,12.5,304,26.3,1902,12.7,918
MS,Kemper,No,5465,38.3,2092,8.9,448,6.9,136,9.6,523,4.3,235
MS,Leake,No,4073,28.3,1152,9.1,369,2.9,44,7.7,313,5,202
MS,Leflore,No,2550,33.9,864,10.9,171,5.6,30,11.1,283,3.9,100
MS,Neshoba,Yes,3992,18.8,749,5.3,210,3.1,49,6.1,244,2,81
MS,Noxubee,No,6000,23.8,1429,7.6,452,4,82,7.1,425,3.1,185
MS,Oktibbeha,Yes,7889,71.4,5632,24.7,1354,5.9,164,9.4,743,4.6,363
MS,Panola,No,7730,27.5,2129,8.1,623,3.7,99,7.9,612,3,234
MS,Pearl River,Yes,4430,26,1151,5.3,228,1.5,27,6.9,305,4.1,182
MS,Quitman,No,2967,45,1335,18,531,9.7,97,15.2,452,4.1,120
MS,Rankin,Yes,1374,48.1,661,10.7,139,1.4,8,11.4,156,5.6,77
MS,Sharkey,No,4301,15,643,5.8,252,2,28,5.1,218,1.5,67
MS,Simpson,No,7962,22.2,1771,5.1,402,2,56,6.7,534,2.8,222
MS,Sunflower,Yes,6892,56.1,3867,18.3,1269,10,211,19.2,1321,4.6,320
MS,Tallahatchie,No,3900,99.4,3876,36.2,1396,21.3,275,32,1248,12.5,489
MS,Tunica,No,4253,20.9,887,5.8,245,2.6,39,5.3,227,1.9,81
